,執行單位,標案名稱,詳細連結
6789,嘉義縣政府水利處水土保持科,埤子頭排水與柳子溝排水匯流治理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372C47&iprjno=1P1Q25362Q2B272A2R2E&iuid=3T3F4C4C3N4E3Q4A
6790,嘉義縣政府水利處水利工程科,埤子頭排水系統-滯洪池工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q25362S28292A2R2G&iuid=3T3F4C4C3N4E3Q4A
6791,嘉義縣政府水利處水利工程科,新港鄉埤子頭排水(高鐵橋)上游左岸應急工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q26362N252E2H2R2E&iuid=3T3F4C4C3N4E3Q4A
6792,嘉義縣政府水利處水利工程科,埤子頭排水(過港橋下游)治理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q25362L2A292B2R2G&iuid=3T3F4C4C3N4E3Q4A
6793,嘉義縣政府水利處水利工程科,埤子頭排水系統-護岸改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q24362S2B2C292R2G&iuid=3T3F4C4C3N4E3Q4A
6794,嘉義縣政府水利處水利工程科,埤子頭排水系統-抽水站工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q24362L2C2B2G2T2D&iuid=3T3F4C4C3N4E3Q4A
6795,嘉義縣政府水利處水利工程科,新港鄉民雄排水(行農橋下游)右岸應急工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q26362N25282H2R2E&iuid=3T3F4C4C3N4E3Q4A
6796,嘉義縣政府水利處水利工程科,新港鄉共和村埤子頭排水(左岸)災害復建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q25363E2C2B2B2R2E&iuid=3T3F4C4C3N4E3Q4A
6797,嘉義縣政府建設處道路工程科,六腳排水(光南橋)改建治理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M27372F47&iprjno=1P1Q253B2N2A2D2D2R2G&iuid=3T3F4C4C3N4E3Q4A
6798,嘉義縣新港鄉文昌國民小學,文昌國小辦理107年度改善圖書館空間環境-學校共讀站計畫工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2S2D3N&iprjno=1P1Q262M2O262D2A2R2E&iuid=3T3F4C4C3N4E3Q4A
6799,嘉義縣立新港國民中學,嘉義縣立新港國民中學107年足球場地整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2D2H3M&iprjno=1P1Q262M2O27262G2R2E&iuid=3T3F4C4C3N4E3Q4A
6800,嘉義縣新港鄉公所,嘉義縣新港鄉新民路管線地下化工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292D282A2T&iprjno=1P1Q25232B&iuid=3T3F4C4C3N4E3Q4A
6801,嘉義縣新港鄉公所,107年度新港鄉第二納骨塔一樓增設骨灰櫃-第二期工程(骨灰櫃),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292D282A2T&iprjno=1P1Q252328&iuid=3T3F4C4C3N4E3Q4A
6802,嘉義縣新港鄉公所,嘉義縣新港鄉嘉民路無障礙系統建置計畫,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292D282A2T&iprjno=1P1Q252423&iuid=3T3F4C4C3N4E3Q4A
6803,嘉義縣新港鄉公所,嘉義縣新港鄉鐵路綠廊環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292D282A2T&iprjno=1P1Q252526&iuid=3T3F4C4C3N4E3Q4A
6804,嘉義縣新港鄉公所,嘉義縣新港鄉中正路道路品質提升改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292D282A2T&iprjno=1P1Q252523&iuid=3T3F4C4C3N4E3Q4A
6805,嘉義縣新港鄉公所,108年度新港、潭和、月潭、西昌及安和農地重劃區緊急農水路等10件改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292D282A2T&iprjno=1P1Q262225&iuid=3T3F4C4C3N4E3Q4A
6806,嘉義縣新港鄉公所,106年度新港鄉轄內路燈修護及遷移工程開口契約,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292D282A2T&iprjno=1P1Q242523&iuid=3T3F4C4C3N4E3Q4A
6807,嘉義縣新港鄉公所,新港鄉108年度優質公廁及美質環境推動計畫-改善公廁暨提升優質公廁推動計畫,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292D282A2T&iprjno=1P1Q262127&iuid=3T3F4C4C3N4E3Q4A
6808,嘉義縣新港鄉公所,第9公墓有(無)主墳墓遷葬、整地工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292D282A2T&iprjno=1P1Q262126&iuid=3T3F4C4C3N4E3Q4A
6809,嘉義縣新港鄉公所,新港鄉農會倉庫路面改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292D282A2T&iprjno=1P1Q262125&iuid=3T3F4C4C3N4E3Q4A
6810,行政院農業委員會水土保持局南投分局,新港鄉南港村道路鋪面及排水基礎環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q2534312L23282B2L2B2G2L2L&iuid=3T3F4C4C3N4E3Q4A
6811,行政院農業委員會水土保持局南投分局,新港鄉大潭村精忠廟埕廣場鋪面及綠美化改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q2534312L23282D2H2B2G2I2M&iuid=3T3F4C4C3N4E3Q4A
6812,行政院農業委員會水土保持局南投分局,新港鄉大潭村埤塘護岸現場土砂拌合固化及鋪面改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q2634312L23282C2G2B2G2I2P&iuid=3T3F4C4C3N4E3Q4A
6813,行政院農業委員會水土保持局南投分局,嘉義縣新港鄉大潭村埤塘護岸改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q2534312L23282A2D2B2G2I2L&iuid=3T3F4C4C3N4E3Q4A
6814,台灣自來水股份有限公司第五區管理處,新港場深井流量計暨監控系統改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242B282A39&iprjno=33301P202A21262D2A2D2B2K2M&iuid=3T3F4C4C3N4E3Q4A
6815,台灣中油股份有限公司天然氣事業部南區營業處,台化及必成計量站汰換工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212522282F282G39&iprjno=2M2G2F20292A26282C2K&iuid=3T3F4C4C3N4E3Q4A
6816,嘉義縣政府水利處水利工程科,溪口鄉埤子頭排水崙尾段應急工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q26362J262F2B2R2E&iuid=3T3F4C4C3N4E3Q4A
6817,嘉義縣溪口鄉柴林國民小學,柴林國小辦理108年度改善圖書館空間環境-學校共讀站計畫工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B382I3N&iprjno=1P1Q262M37272C2F2R2E&iuid=3T3F4C4C3N4E3Q4A
6818,嘉義縣溪口鄉美林國民小學,107年度嘉義縣美林國民小學第二棟教學大樓防水隔熱工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2S2A3N&iprjno=1P1Q262M2J26292G2R2E&iuid=3T3F4C4C3N4E3Q4A
6819,嘉義縣溪口鄉公所,溪口鄉108年度轄內路燈修護工程開口契約,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292C282A2T&iprjno=1P1Q251R2429&iuid=3T3F4C4C3N4E3Q4A
6820,嘉義縣溪口鄉公所,107年度溪口鄉老人文康中心耐震補強修繕工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292C282A2T&iprjno=1P1Q251R2428&iuid=3T3F4C4C3N4E3Q4A
6821,經濟部水利署第五河川局,三疊溪溪口堤段及行進橋設施維修改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1O241P2I1T2427282D2C2B2G2I2L2J2O2R372R32&iuid=3T3F4C4C3N4E3Q4A
6822,經濟部水利署第五河川局,三疊溪斷面13-16疏濬工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1P1Q221R2R2126292A2E2E2D2I2M2O2L2Q2S30&iuid=3T3F4C4C3N4E3Q4A
6823,嘉義縣政府地政處,107年度福權及柴林農地重劃區等3件改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222N2B282A47&iprjno=1P1Q252Q2L292B2F2R2E&iuid=3T3F4C4C3N4E3Q4A
6824,嘉義縣政府地政處,福權農地重劃區10路東段擋土牆、柴林農地重劃區五灌小給一、柴林農地重劃區五灌農五下段等3件改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222N2B282A47&iprjno=1P1Q252Q2S29282G2R2E&iuid=3T3F4C4C3N4E3Q4A
6825,嘉義縣政府水利處防洪維護科,鴨母母排水系統疏濬清淤工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372F47&iprjno=1P1Q26362N252B2E2R2E&iuid=3T3F4C4C3N4E3Q4A
6826,嘉義縣政府水利處防洪維護科,民雄排水系統疏濬清淤工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372F47&iprjno=1P1Q26362J252B2F2R2E&iuid=3T3F4C4C3N4E3Q4A
6827,嘉義縣政府水利處下水道工程科,嘉義縣民雄鄉台一線O幹線雨水下水道系統改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372D47&iprjno=1P1Q25362L272F2F2R2G&iuid=3T3F4C4C3N4E3Q4A
6828,嘉義縣政府水利處下水道工程科,嘉義縣民雄鄉金興抽水站新建及滯洪池工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372D47&iprjno=1P1Q25362N2B272F2R2G&iuid=3T3F4C4C3N4E3Q4A
6829,嘉義縣政府水利處水土保持科,民雄鄉東興村1鄰農路下邊坡災修復建工程及民雄鄉東興村頭枝庵仔農路災修復建工程等二件,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372C47&iprjno=1P1Q26362J24282C2R2E&iuid=3T3F4C4C3N4E3Q4A
6830,嘉義縣政府水利處水利工程科,民雄鄉東湖村民雄排水東勢湖橋下游左岸災害復建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q263637272F2D2R2E&iuid=3T3F4C4C3N4E3Q4A
6831,嘉義縣政府水利處水利工程科,民雄鄉民雄排水(東湖段)災害復建工程等2件,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q26362J26272F2R2E&iuid=3T3F4C4C3N4E3Q4A
6832,嘉義縣政府水利處水利工程科,民雄鄉大崎村鳳凰社區防護工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q25362N2B262H2R2E&iuid=3T3F4C4C3N4E3Q4A
6833,嘉義縣政府水利處水利工程科,民雄鄉菁埔村菁埔小段民雄排水災害復建工程等2件,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q26362Q27272G2R2E&iuid=3T3F4C4C3N4E3Q4A
6834,嘉義縣政府水利處水利工程科,民雄鄉豐收村山子腳排水護岸改善工程等2件,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q26362Q26292B2R2E&iuid=3T3F4C4C3N4E3Q4A
6835,嘉義縣政府水利處水利工程科,民雄鄉民雄排水(台1線上游段)右岸護岸改善治理工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M2B372B47&iprjno=1P1Q25362S28282C2R2E&iuid=3T3F4C4C3N4E3Q4A
6836,嘉義縣政府建設處道路工程科,嘉106線(嘉105線至大民南路段)道路改建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M27372F47&iprjno=1P1Q253B2S292D2E2R2E&iuid=3T3F4C4C3N4E3Q4A
6837,嘉義縣政府建設處建設管理科,嘉義縣民雄中正大學周邊道路品質改善計畫,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M27372D47&iprjno=1P1Q253B2N292D292R2E&iuid=3T3F4C4C3N4E3Q4A
6838,嘉義縣政府建設處建設管理科,嘉義縣民雄鄉民雄國中友善環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M27372D47&iprjno=1P1Q263B2J2526282R2E&iuid=3T3F4C4C3N4E3Q4A
6839,嘉義縣政府建設處建設管理科,嘉義縣民雄鄉民雄之森計畫-民雄運動公園、早安公園及北勢子營區景觀改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222M27372D47&iprjno=1P1Q253B2L2B2E2A2R2G&iuid=3T3F4C4C3N4E3Q4A
6840,嘉義縣民雄鄉三興國民小學,三興國小辦理107年度改善圖書館空間環境-學校共讀站計畫工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2R2E3N&iprjno=1P1Q262M2J272C2D2R2E&iuid=3T3F4C4C3N4E3Q4A
6841,嘉義縣民雄鄉三興國民小學,三興國小107年度老舊廁所整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2R2E3N&iprjno=1P1Q262M2O272D2E2R2E&iuid=3T3F4C4C3N4E3Q4A
6842,嘉義縣民雄鄉東榮國民小學,東榮國小辦理107年度改善圖書館空間環境-學校共讀站計畫工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2R2D3N&iprjno=1P1Q262M37272B292R2E&iuid=3T3F4C4C3N4E3Q4A
6843,嘉義縣民雄鄉民雄國民小學,嘉義縣民雄國小整修半戶外綜合球場工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2R2B3N&iprjno=1P1Q262M2O262C2G2R2E&iuid=3T3F4C4C3N4E3Q4A
6844,嘉義縣民雄鄉民雄國民小學,民雄國小107年度老舊廁所整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222D2B2R2B3N&iprjno=1P1Q262M2O272C2C2R2E&iuid=3T3F4C4C3N4E3Q4A
6845,嘉義縣民雄鄉公所,福樂、雙福、東興、興南、中央、福權等村道路及排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R272226&iuid=3T3F4C4C3N4E3Q4A
6846,嘉義縣民雄鄉公所,108年度民雄鄉轄內道路施工機具及瀝青混凝土路面工程(開口契約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R272222&iuid=3T3F4C4C3N4E3Q4A
6847,嘉義縣民雄鄉公所,山中、興中、大崎、豐收、平和等村道路及排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R27212B&iuid=3T3F4C4C3N4E3Q4A
6848,嘉義縣民雄鄉公所,民雄鄉東湖村農田排水護岸改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R272129&iuid=3T3F4C4C3N4E3Q4A
6849,嘉義縣民雄鄉公所,民雄鄉松山村松田崗旁野溪護岸坍塌災修復建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R27212A&iuid=3T3F4C4C3N4E3Q4A
6850,嘉義縣民雄鄉公所,民雄鄉豐收村護岸及水防道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R272126&iuid=3T3F4C4C3N4E3Q4A
6851,嘉義縣民雄鄉公所,民雄鄉民雄陸橋改建工程-寬頻管溝工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R272125&iuid=3T3F4C4C3N4E3Q4A
6852,嘉義縣民雄鄉公所,民雄鄉平和村南社溝中排護岸災修復建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R26232B&iuid=3T3F4C4C3N4E3Q4A
6853,嘉義縣民雄鄉公所,前瞻基礎建設提升道路品質改善計畫-嘉義縣民雄鄉民權路暨昇平路、中樂路、民生路等人行環境品質提升改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R262229&iuid=3T3F4C4C3N4E3Q4A
6854,嘉義縣民雄鄉公所,前瞻基礎建設提升道路品質改善計畫-嘉義縣民雄鄉建國路通學步道改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R26222A&iuid=3T3F4C4C3N4E3Q4A
6855,嘉義縣民雄鄉公所,前瞻基礎建設提升道路品質改善計畫-嘉義縣民雄鄉東榮路、大學路三段道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R262328&iuid=3T3F4C4C3N4E3Q4A
6856,嘉義縣民雄鄉公所,嘉義縣民雄鄉樂齡運動館新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R26232A&iuid=3T3F4C4C3N4E3Q4A
6857,嘉義縣民雄鄉公所,108年度民雄鄉轄內路燈委外修護(開口契約),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522292B282A2T&iprjno=3D1R272123&iuid=3T3F4C4C3N4E3Q4A
6858,嘉義縣文化觀光局,嘉義縣歷史建築中央廣播電台民雄分台日式宿舍及招待所修復工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242522262D282A36&iprjno=1P1Q2320222527282B2F&iuid=3T3F4C4C3N4E3Q4A
6859,嘉義縣警察局,民雄分局本部建築物耐震能力補強工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425222428282A31&iprjno=1P1Q2620252B&iuid=3T3F4C4C3N4E3Q4A
6860,行政院農業委員會水土保持局南投分局,山田2期農路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q262M362729292F292E2G2M&iuid=3T3F4C4C3N4E3Q4A
6861,行政院農業委員會水土保持局南投分局,大坪頂野溪整治工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q261R372N3F30272D2E2D2L2H2M2O30&iuid=3T3F4C4C3N4E3Q4A
6862,行政院農業委員會水土保持局南投分局,民雄鄉松山村道路鋪面基礎環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q2634312L23282A2L2B2G2I2O&iuid=3T3F4C4C3N4E3Q4A
6863,行政院農業委員會水土保持局南投分局,後山仔11鄰野溪整治二期工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q262M3B3929282A2D2B2H2O2T&iuid=3T3F4C4C3N4E3Q4A
6864,行政院農業委員會水土保持局南投分局,民雄鄉寮頂村道路鋪面基礎環境改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232027242F282A35&iprjno=1P1Q2534312L23282D2F2B2G2I2M&iuid=3T3F4C4C3N4E3Q4A
6865,交通部公路總局第五區養護工程處水上工務段,台1線254K+000~262K+985護欄及緣石改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R232227242B282C3B&iprjno=1P1Q26202424262B2I&iuid=3T3F4C4C3N4E3Q4A
6866,交通部公路總局第五區養護工程處水上工務段,台1線261K+000~262K+400路面改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R232227242B282C3B&iprjno=1P1Q26202824272B2E&iuid=3T3F4C4C3N4E3Q4A
6867,交通部臺灣鐵路管理局彰化電務段,鐵路行車安全改善六年計畫(第一民雄橋、泰安橋及東勢湖橋改建工程-ATP列車防護部份),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23212A2O272H2G3B&iprjno=2M1Q23202A2N27282A2J3P&iuid=3T3F4C4C3N4E3Q4A
6868,交通部臺灣鐵路管理局彰化電務段,鐵路行車安全改善六年計畫(第一民雄橋、泰安橋及東勢湖橋改建工程-號誌配合部份),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23212A2O272H2G3B&iprjno=2M1Q23202A2N27282A2E3D&iuid=3T3F4C4C3N4E3Q4A
6869,交通部臺灣鐵路管理局彰化電務段,鐵路行車安全改善六年計畫（第一民雄橋、泰安橋及東勢湖橋改建工程-通訊部分),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23212A2O272H2G3B&iprjno=2M1Q23202A2N27282B2I3K&iuid=3T3F4C4C3N4E3Q4A
6870,交通部臺灣鐵路管理局嘉義工務段,「第一八堡圳橋後續改建工程」、「鐵路行車安全改善六年計畫(第一民雄橋、泰安橋及東勢湖橋改建工程)」及「代辦嘉義市政府番仔溝橋後續改建工程」等3工程併標採購案,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23212A2M272C2B3B&iprjno=2M1Q2320293628282F2G3L&iuid=3T3F4C4C3N4E3Q4A
6871,台灣自來水股份有限公司第五區管理處,嘉縣民雄鄉建國路一段、昇平路等汰換管線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242B282A39&iprjno=2S2E1P202921262D2A2D2B2J2I&iuid=3T3F4C4C3N4E3Q4A
6872,台灣自來水股份有限公司第五區管理處,嘉縣民雄鄉正大路汰換管線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242B282A39&iprjno=2S2E1P202A21262D2A2D2B2G2R&iuid=3T3F4C4C3N4E3Q4A
6873,台灣自來水股份有限公司第五區管理處,嘉縣民雄鄉東興村等汰換管線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242B282A39&iprjno=2S2E1P202A21262D2A2D2B2G2P&iuid=3T3F4C4C3N4E3Q4A
6874,台灣自來水股份有限公司第五區管理處,嘉縣民雄鄉大學路汰換管線工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242B282A39&iprjno=2S2E1P202A21262D2A2D2B2G2Q&iuid=3T3F4C4C3N4E3Q4A
6875,台灣電力股份有限公司輸變電工程處南區施工處,嘉民E/S更換終端設備土建工程(161kV北港線×2),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2C282C39&iprjno=20212420292927282H2G&iuid=3T3F4C4C3N4E3Q4A
6876,經濟部水利署第五河川局,牛稠溪火炭埔堤段防災減災工程(二期)併辦土石標售,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252B282A35&iprjno=1P1Q261R2K2126292A2D2E2D2I2K2N2L2Q3035&iuid=3T3F4C4C3N4E3Q4A
6877,民雄工業區服務中心,民雄工業區成功二、五街暨成功一、三街部分人行道改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2120242729282B3E&iprjno=1R1Q1T1R23242E252B2D&iuid=3T3F4C4C3N4E3Q4A
6878,嘉義縣私立協志高級工商職業學校,108年度教育部補助-改善實習教學環境及設備施案,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q273A272C2A282A3K&iprjno=1P1Q262029252E&iuid=3T3F4C4C3N4E3Q4A
6879,國立民雄高級農工職業學校,行政大樓變電站電力遷移整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2731262A2B282A3K&iprjno=2N343321222C27282F&iuid=3T3F4C4C3N4E3Q4A
6880,國立民雄高級農工職業學校,國立民雄高級農工職業學校綜合圖書資訊大樓興建工程與舊有建築物和圍牆補申請使用執照,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2731262A2B282A3K&iprjno=2N343321222A27282B292G&iuid=3T3F4C4C3N4E3Q4A
6881,吳鳳科技大學,體育室-五人制暨主場熱身區人工草皮足球場工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q272Q222S2E282A3F&iprjno=1S1R1S28232427&iuid=3T3F4C4C3N4E3Q4A
6882,國立嘉義大學,民雄校區樂育堂外牆及運動場所整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q272P222729282A3F&iprjno=1P1Q2633222A262C&iuid=3T3F4C4C3N4E3Q4A
6883,國立嘉義大學,民雄校區室外消防水管汰換工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q272P222729282A3F&iprjno=1P1Q2633222C262A&iuid=3T3F4C4C3N4E3Q4A
6884,國立中正大學,108年行政大樓漏水整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q272P222527282A3F&iprjno=2D2F351R222C262G272C2G2K&iuid=3T3F4C4C3N4E3Q4A
6885,國立中正大學,108年度工學院(實習工廠)電梯更新工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q272P222527282A3F&iprjno=2D2F351R222C262F272C2G2G&iuid=3T3F4C4C3N4E3Q4A
